tot_income,tot_expenditure,education_expenditure
137855,71937,2170
217278,76421,10805
212620,70685,0
437420,154335,460
124272,67784,2850
671261,98211,6000
64655,44349,300
108140,61891,765
165960,87245,7140
79117,49657,0
745412,168028,0
201226,66725,5650
236232,95059,800
184538,87813,0
161345,86562,3800
140613,81689,6965
1536242,191096,15000
221240,59123,1320
73477,46870,0
69495,39778,0
356483,101472,6830
81629,50891,270
64748,28700,390
80332,40393,980
69102,32387,0
170027,90149,1000
219795,45282,960
183936,52740,450
207336,115449,1150
129702,60302,540
481530,82011,1530
100513,38371,0
72162,26462,0
320418,86315,0
71168,27100,0
366654,70691,3600
147839,53604,0
124206,68892,335
426450,97517,22400
101243,39080,300
116992,62821,1860
175138,129868,350
227242,89840,17370
197812,113116,1100
73567,28458,0
505518,81215,0
778760,249315,95700
237200,108796,35290
497634,127643,12300
332132,173937,4700
413261,105994,57055
71857,30211,0
51145,37921,2500
234120,122055,4600
93175,28649,400
210000,99603,820
136485,75347,2380
202301,84719,500
228443,107050,8000
380960,135849,680
335616,94604,0
25666,14301,0
202010,68038,2825
324385,116616,345
748984,232897,11000
